numero_expediente,estado_seleccionado,usuario,sistema
EX-2018-09951060- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915509- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-08988248- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24976955- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25186327- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25401971- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-27139607- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915477- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15510162- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25182970- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10145096- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25397942- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-23329628- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10152373- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10152314- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-19755588- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25397766- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15510026- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-28514043- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-13064987- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25243791- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24974856- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915424- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-16850565- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-31530689- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24781936- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24961590- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10152398- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-09419852- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25239971- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15701637- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915398- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25397539- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25237027- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24782041- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-09446370- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15571280- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15486245- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-14674592- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25242947- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-22275301- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-22274468- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-29551941- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10150992- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-08771332- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24769305- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15111396- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10154130- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915231- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-19776580- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10150997- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25401342- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10152318- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915451- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15510085- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25396452- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10150422- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-22284082- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-19506035- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-19785668- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-09428072- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25186903- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25401932- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15113461- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25589532- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15509998- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15787337- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-09429368- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-09423180- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10152400- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915251- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25389533- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15510031- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915223- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10151006- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25475956- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25228811- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-08988021- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25171175- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10152323- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24781960- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-09437542- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-16129593- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25074258- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25836466- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25589534- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15509810- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-18703060- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25227396- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-13512616- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-19258228- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25402031- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25187905- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-16334296- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15911691- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-14096231- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25190875- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-17623177- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15510143- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-14302528- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-31519349- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-09428128- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-09444785- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-16606739- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-35553497- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915346- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915364- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24770478- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25184753- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25396068- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25236765- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25835379- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-13607972- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10150958- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-16334321- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25186382- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-08988337- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25838920- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-19257126- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-09428487- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25069243- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25187246- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-22837745- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25229725- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25388519- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-21781094- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-08987010- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15509254- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15480768- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-12573201- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25234521- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24781980- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24770439- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15510136- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24977739- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-23316408- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25242930- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25222416- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25397493- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25397602- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25186992- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-26785905- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-16334345- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-22282574- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915507- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24779308- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24770700- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-23065656- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-16977051- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10533571- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25181731- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-08988293- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915357- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25860396- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915378- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24781844- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15503966- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10150995- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-17273076- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25399039- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-16129581- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2019-35553315- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-16334402- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25072280- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25239078- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25238419- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24976336- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915239- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-09915233- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-23329654- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-16984558- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25185733- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24781562- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-22068607- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-19910832- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-29023665- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25389454- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-10833033- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-24982056- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25234895- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15507129- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-06707893- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-15787513- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-19503156- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-06974687- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-08986228- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-25816211- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
EX-2018-23326227- -GDEBA-SDRRDLP,Subsanación,TADCARATULADORRPP,TAD
